#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321A1878C
#Date Time: 2024-04-19 11:08:33.339
#Start: 100 Hz
#Stop: 50000 Hz
#Steps: 151
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 60.9044 V
#Offset: -0.000867193 V
#Relative: no
#Channel: Channel 2
#Range: 60.2863 V
#Offset: 0.00111132 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
392.4401210072382,-1.490527786301426,-0.286276964116834,-3.921016042864608
409.0407107179982,-1.475007745552687,-0.3384683071149298,-4.492314059944647
426.3435211345256,-1.502788131068768,-0.2739899514359909,-4.461808696146477
444.3782568593789,-1.469623660656942,-0.2973188769079422,-4.583319769446415
463.1758790280082,-1.500196767858184,-0.2424706210737785,-4.831881277551581
482.7686584612883,-1.520858208561821,-0.2327005235731852,-5.029585166630994
503.1902310664553,-1.460005280537834,-0.2815220783707,-5.285096459318918
524.4756555815562,-1.48205895141389,-0.2268223851161671,-5.399539146575407
546.6614737625438,-1.463674600745325,-0.2339385006291786,-5.783180253015033
569.7857731163404,-1.502990700393202,-0.1805259935762577,-6.008891404865047
593.8882522875714,-1.483092491236087,-0.1978260476675359,-6.162892367044464
619.0102892112237,-1.495573711437426,-0.1893599352179746,-6.687794223750345
645.1950121482167,-1.450574355661242,-0.1973568755618615,-6.858321656107982
672.4873737258538,-1.496313348408582,-0.1791986112795538,-7.168440737718747
700.9342281102546,-1.456411217773955,-0.1332445576464024,-7.556729429262841
730.584411443248,-1.451241675434083,-0.1344416559653886,-8.09134576045993
761.4888256818282,-1.464633240179171,-0.09238368448415671,-8.152749270852695
793.7005259841002,-1.464476646203125,-0.08032035021317387,-8.703480987719885
827.2748117917272,-1.46153138587555,-0.008484446955534991,-8.617681560950416
862.2693217652554,-1.464838253325994,-0.02855347736506558,-9.574373196565134
898.7441327352996,-1.488041276644797,0.03123188730822122,-9.861863331989554
936.7618628394459,-1.481183857223001,0.05200068508488223,-10.09597787464656
976.3877790219507,-1.459521861915233,0.09962968102069196,-10.89075920396674
1017.68990908078,-1.441137201062292,0.1034640078690784,-11.3581646724064
1060.73915845434,-1.449275328543176,0.1534126593312972,-11.99640108885869
1105.609431948401,-1.451944860359254,0.1766738948854595,-12.22225798366896
1152.377760612186,-1.413099487784918,0.2121440170468891,-13.09313322090708
1201.124433981432,-1.442736587125412,0.2964725269040479,-13.57927096551848
1251.93313791547,-1.456188506273417,0.3873871465567852,-14.44802083505866
1304.891098264931,-1.445419625990761,0.4226292646442386,-15.56748844146649
1360.089230616743,-1.41530217581356,0.4516826836390226,-16.17265951893057
1417.622296373483,-1.425209109802069,0.4882896003821281,-17.21846634080885
1477.589065435017,-1.451856787995205,0.616406587720857,-17.83145208806449
1540.092485761756,-1.412235709344938,0.6782720851747638,-18.81399902585125
1605.239860110578,-1.440998109966695,0.7893459719037075,-19.84181202163992
1673.14303024685,-1.423498677877072,0.8479694686033215,-21.35501283419521
1743.918568948799,-1.411359636696976,0.9632268493563814,-22.30494433352405
1817.687980133853,-1.439154582317411,1.090514191050504,-23.64110898454258
1894.577907450499,-1.415101947619594,1.173659474041485,-25.37843793892018
1974.720351693797,-1.436403600549633,1.292144777845983,-27.10941804262541
2058.252897417765,-1.402269116288139,1.388241464585875,-29.17834221834846
2145.318949133678,-1.426792380140454,1.540019647697462,-30.63582880531797
2236.067977499791,-1.449380609071529,1.661347542560155,-33.06452762652862
2330.655775925117,-1.394192693583828,1.799254312426769,-35.14443064978726
2429.244728027779,-1.351815577561173,1.914843990681847,-37.21539298399471
2532.004086407124,-1.387624638254994,2.04369462001204,-40.26202455695319
2639.110263208136,-1.391192789350724,2.197519062715496,-43.49678911017389
2750.747132977031,-1.383809028771391,2.260109866587634,-46.62018655377329
2867.106348327898,-1.388973669750481,2.372784245056109,-50.40072448485984
2988.38766896236,-1.37188458540271,2.45949197717903,-54.50253313904482
3114.799304607086,-1.377638375986858,2.476187261499368,-59.00700888755136
3246.558272457852,-1.402121958640017,2.477491291366119,-63.47242407338293
3383.890769743857,-1.410276162090709,2.426544679585769,-68.2438582171699
3527.032562051862,-1.379338792626519,2.283930775156854,-72.7634735856181
3676.229388076776,-1.339598889071107,2.061884296481516,-78.46862721079992
3831.737381493625,-1.341121600223265,1.753113986763144,-83.66224797320274
3993.823510675062,-1.389579213984223,1.499262385780532,-88.16083920514555
4162.766037009368,-1.374932590017999,1.075704905291605,-94.00421448463402
4338.854992605741,-1.332563636874488,0.514269672535456,-98.50731096735095
4522.392678206958,-1.335305785863023,0.05728019553762186,-102.8950338016589
4713.694182164233,-1.376389956006014,-0.4583571022016716,-107.6203076069905
4913.087921365179,-1.310757947213638,-1.199645567445849,-111.144566543486
5120.916205043567,-1.378075855623219,-1.701145601130625,-115.3258027011538
5337.53582243876,-1.312028735351816,-2.415229217895989,-119.2209312304859
5563.318655313677,-1.316032282114137,-3.069162993549088,-121.8701268860987
5798.652316382892,-1.305704144297241,-3.695555386766784,-124.1805383332844
6043.940814746816,-1.344678757261984,-4.306267436739769,-127.7647140935418
6299.605249474367,-1.303035910214724,-4.935261883843486,-130.4952036539525
6566.084532524903,-1.323360233454068,-5.640956395682962,-132.5043449122912
6843.836142250362,-1.279060934650552,-6.155251172342844,-134.8619239027605
7133.336908771306,-1.288938373728166,-6.769036029633431,-137.1107763077908
7435.083832575129,-1.270876138931389,-7.494139950513653,-138.5839901655357
7749.594937741685,-1.278159192025284,-7.942588247729398,-141.0276296828216
8077.410161261253,-1.262416058899329,-8.557494299247789,-144.1197942220505
8419.092279971408,-1.281558698222226,-9.120688133611981,-145.0670681404338
8775.227876704274,-1.314256190518689,-9.669162666111287,-147.176011955737
9146.428347302706,-1.275422482611055,-10.0095388941836,-148.0441348226136
9533.33095023416,-1.264376133122909,-10.61982989267061,-150.5307802996217
9936.599900604322,-1.262163925851206,-11.17198707231966,-151.343337346493
10356.92751044845,-1.262082979671531,-11.61974332525466,-154.1715392054607
10795.03537725818,-1.214610644669379,-12.07902170109807,-155.5462733126703
11251.6756227842,-1.268280532982584,-12.32695142268079,-155.559290376665
11727.63218424127,-1.302425121528795,-12.78394836290263,-158.8112280146775
12223.72216013265,-1.28460406590661,-13.18788915073433,-162.2668762782582
12740.79721300408,-1.2871135398858,-13.53044255617601,-164.3536206616878
13279.74503153555,-1.281334076569289,-13.66234319425098,-162.6920140549159
13841.490854481,-1.291120450227779,-14.42360019998701,-170.6531907406387
14426.99905907214,-1.249960770006156,-14.95365171752477,-171.382066909528
15037.27481661315,-1.221610492237342,-15.22196448684582,-174.1775299359231
15673.36581810872,-1.29160755970196,-15.23418063312296,-173.979669470127
16336.36407288775,-1.283189825296848,-15.72228084690023,-179.5116292996454
17027.40778331055,-1.304145869443177,-16.61750487839124,-181.7070781060917
17747.68329877786,-1.329899664640542,-15.82772017045064,-187.7483589780516
18498.42715239644,-1.259140656712955,-16.89376408343643,-189.9377773030185
19280.92818379749,-1.231911005848115,-17.10067467712643,-191.4236078535073
20096.52975175224,-1.276959342038415,-17.30409104966154,-197.7987213931506
20946.63204038333,-1.255149054554311,-17.72243371226752,-202.2653350772447
21832.69446293124,-1.357598925980571,-18.5138502079398,-201.8548080453155
22756.23816720202,-1.24662853864602,-18.82463391391612,-209.2145435055895
23718.84864699823,-1.346449816683375,-18.82289343639306,-201.9744868431173
24722.17846401552,-1.329314099392445,-16.66406122742901,-184.3504451022673
25767.95008487826,-1.324808267601,-16.041291675317,-187.4496777756277
26857.95883818439,-1.275342334323911,-25.09077317998441,-215.0495707799705
27994.07599663607,-1.255419807509718,-22.05521963371736,-243.6192461696779
29178.25198954741,-1.322545157147991,-23.38362058132745,-237.4035071884961
30412.51975124426,-1.314807575124924,-24.04528939217336,-247.941995093039
31698.99821110458,-1.298224773440439,-25.43504706245202,-252.3754659156319
33039.89593123081,-1.249631957818824,-25.29904839923064,-249.8976351978802
34437.51489799911,-1.290036395097026,-25.98140990736511,-252.8970685363536
35894.25447399503,-1.292544467732861,-28.91330323300117,-270.3460402941459
37412.61551711941,-1.345560492450638,-28.21405023740743,-284.5347694022781
38995.20467393667,-1.241922773517486,-28.59214666995075,-251.1395471590124
40644.73885463578,-1.298651903436323,-14.9182623721068,-209.0721704272953
42364.04989728618,-1.378054267371976,-14.47622796612679,-265.9695776716799
44156.08942939618,-1.221368174149472,1.752692987630905,-41.65970552671391
46023.93393512021,-1.233532328268102,9.575298515343238,-2.996891319628446
47970.79003681312,-1.265302649737159,11.56851266672452,-105.7710609915295
50000,-1.449379441081337,11.8337997988118,-238.7752012799315
